Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260528049949900826646_31260528049337958426600_31260528049337958426600?e=15|*|||,అనులోమ మరియు విలోమ అనుపాతములు,N/A,DIKSHA,Telugu  2020-12-23
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260528049958912026681_31260528049337958426600_31260528049337958426600?e=16|*|||,"పౌనఃపున్య విభజన పట్టికలు ,రేఖా చిత్రాలు",N/A,DIKSHA,Telugu  2020-12-23
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31260528049966284826718_31260528049337958426600_31260528049337958426600?e=17|*|||,ఘాతాంకాలు మరియు ఘాతాలు,N/A,DIKSHA,Telugu  2020-12-23
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/3129655519831162881251_3129655519831162881251?e=18|*|||,गणित : पाठ्यपुस्तक - Bihar Board for Class VIII,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744980172811555_3129655519831162881251_3129655519831162881251?e=19|*|||,परिमेय संख्याएं,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744980172811556_3129655519831162881251_3129655519831162881251?e=0|*|||,एक चर वाले रैखिक समीकरण,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744980172811557_3129655519831162881251_3129655519831162881251?e=1|*|||,ज्यामिति आकृतियों की समझ,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744980172811558_3129655519831162881251_3129655519831162881251?e=2|*|||,आंकड़ों का प्रबंधन,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744980992011559_3129655519831162881251_3129655519831162881251?e=3|*|||,वर्ग और वर्गमूल,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744980992011560_3129655519831162881251_3129655519831162881251?e=4|*|||,घन और घनमूल,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744980992011561_3129655519831162881251_3129655519831162881251?e=5|*|||,ज्यामितीय आकृतियों की रचना,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744980992011562_3129655519831162881251_3129655519831162881251?e=6|*|||,राशियों की तुलना,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744981811211563_3129655519831162881251_3129655519831162881251?e=7|*|||,बीजीय व्यंजक,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744981811211564_3129655519831162881251_3129655519831162881251?e=8|*|||,घातांक और घात,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744981811211565_3129655519831162881251_3129655519831162881251?e=9|*|||,सीधा और प्रतिलोम समानुपात,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744981811211566_3129655519831162881251_3129655519831162881251?e=10|*|||,ठोस आकारों का चित्रण,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744981811211567_3129655519831162881251_3129655519831162881251?e=11|*|||,क्षेत्रमिति,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744981811211568_3129655519831162881251_3129655519831162881251?e=12|*|||,गुणनखंड,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744982630411569_3129655519831162881251_3129655519831162881251?e=13|*|||,आलेखों से परिचय,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/diksha/diksha/31296555744982630411570_3129655519831162881251_3129655519831162881251?e=14|*|||,संख्याओं के साथ खेलना,N/A,DIKSHA,Hindi  2020-08-13
http://ndl.iitkgp.ac.in/se_document/filo/filo/00979c96a7ca3e6a28098d55fa1a4979?e=15|*|||,Solutions for Rational Numbers: 132 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/01b7450c73e0822e009e758ae95b5afd?e=16|*|||,Solutions for Data Handling: 10 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/022c42c9ce11a57021ac037f791dc3b7?e=17|*|||,Solutions for Squares and Square Roots: 84 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/048b498850449b074853b24dfef0f7f5?e=18|*|||,Solutions for Squares and Square Roots: 15 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/04b2b26eb27ab278f62cf93c3d10a07f?e=19|*|||,Solutions for Squares and Square Roots: 38 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0503ff382742a22cd9fa90e14302597f?e=0|*|||,Solutions for Mensuration: 206 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/054d5f2d5fbf54755f7754e83d10b31a?e=1|*|||,Solutions for Cubes and Cube Roots: 49 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/05b6e7681e8f274549f21a737929392e?e=2|*|||,Solutions for Squares and Square Roots: 142 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/066c409d49cb46a4727fd8e17fca4cf2?e=3|*|||,Solutions for Rational Numbers: 187 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/06aa832bd67874948fa5adbfbbe2f822?e=4|*|||,Solutions for Squares and Square Roots: 6 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/07a19c660b8c669607b51d3949d894b2?e=5|*|||,Solutions for Rational Numbers: 75 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/084ee7660fd24e22a83f3d5a03de16dd?e=6|*|||,Solutions for Understanding Quadrilaterals: 83 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/08847f9bf699b0b2bb39f14b02fd86ac?e=7|*|||,Solutions for Data Handling: 12 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0ad9baa741df6f24a21da56425c8114f?e=8|*|||,Solutions for Exponents and Powers: 14 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0b3a36741a2bf860e8f32b3f3612c711?e=9|*|||,Solutions for Rational Numbers: 102 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0c470c8c8f4eaf6270b525880c645c47?e=10|*|||,Solutions for Squares and Square Roots: 36 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0cba0eb3953fe98ffad346205dc42010?e=11|*|||,Solutions for Mensuration: 149 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0d4ee288c19c09d64bbab926684d278a?e=12|*|||,Solutions for Algebraic Expressions and Identities: 17 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0d7ddaef1458e1c0d5d9af160d4f7ca3?e=13|*|||,Solutions for Linear Equations in One Variable: 19 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0dd72fb9b458a8a3a546093d4153ff5f?e=14|*|||,Solutions for Cubes and Cube Roots: 147 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/0f3ec7a850761de444704efb5f40c12c?e=15|*|||,Solutions for Squares and Square Roots: 12 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/0fea93700340dc164a1d0b9392459b21?e=16|*|||,Solutions for Exponents and Powers: 36 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/128716686246cfc841878be124097ca9?e=17|*|||,Solutions for Rational Numbers: 13 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/12cf4fca697e77437af6fa9132758e1c?e=18|*|||,Solutions for Squares and Square Roots: 13 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/12f04f8aa5609f3e72a677ff50a191c0?e=19|*|||,Solutions for Direct and Inverse Proportions: 79 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/135ca4ddd1eb3ab3a83f7f1dd3e98835?e=0|*|||,Solutions for Algebraic Expressions and Identities: 187 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/15baa6052249377621d228181a6094c5?e=1|*|||,Solutions for Cubes and Cube Roots: 70 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/15c68910e5b12b647f0d2607afe3ddd9?e=2|*|||,Solutions for Exponents and Powers: 15 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/17be735ca4cc10c016f87f760230f2d0?e=3|*|||,Solutions for Rational Numbers: 65 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/19ee7db3228be2e24a1f85be56ac0baf?e=4|*|||,Solutions for Linear Equations in One Variable: 74 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/1ab98e5f57d15602b2aec81a7744b7e3?e=5|*|||,Solutions for Squares and Square Roots: 139 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/1bb63f529d324a4d6bd83eece37e59dc?e=6|*|||,Solutions for Exponents and Powers: 23 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/1bcb1eccfee18996f22aecd7b98ab01c?e=7|*|||,Solutions for Cubes and Cube Roots: 25 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/1c9e6de02ce232d093a2a5b3a181bec2?e=8|*|||,Solutions for Linear Equations in One Variable: 54 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/1cbd12638f3834577a1698eb622f8326?e=9|*|||,Solutions for Exponents and Powers: 12 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/1d855883266d933d7aa1bc2d7d2a6928?e=10|*|||,Solutions for Squares and Square Roots: 137 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/1dd614996d5500f02d9c9fa416107c64?e=11|*|||,Solutions for Linear Equations in One Variable: 44 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/1e9b792252bf14c1021b0752415ab6fa?e=12|*|||,Solutions for Rational Numbers: 69 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/1ed420196e9aae3fa8ee6cd4e3e91a2b?e=13|*|||,Solutions for Mensuration: 204 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/1fc5287803395ace93eba054849fe2d1?e=14|*|||,Solutions for Rational Numbers: 70 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/214d7241d774d63f005c6f0e1d181cc1?e=15|*|||,Solutions for Linear Equations in One Variable: 40 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/217d1bde22f0b846d65c06f05c3d6052?e=16|*|||,Solutions for Direct and Inverse Proportions: 13 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/220286339e579db7e4232256279c29a3?e=17|*|||,Solutions for Understanding Quadrilaterals: 77 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/23a4cc148330ae9d977d259d1510f215?e=18|*|||,Solutions for Data Handling: 9 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/23d452b81ac2d62a7c38ac5c24238b3e?e=19|*|||,Solutions for Cubes and Cube Roots: 66 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/2485bc768690bbd2b26d6bd9fc3f7306?e=0|*|||,Solutions for Rational Numbers: 62 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/2548ac7c2eea8042c7c53ced0ae62005?e=1|*|||,Solutions for Cubes and Cube Roots: 18 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/259d6673bf352e7202445061e47087ce?e=2|*|||,Solutions for Exponents and Powers: 51 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/25deac5b5ecf6d09f3c095d3a5b8d5fb?e=3|*|||,Solutions for Cubes and Cube Roots: 145 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/268aed07f516ddcb07d30d66697906d3?e=4|*|||,Solutions for Squares and Square Roots: 40 (Mathematics for Class VIII by R. D. Sharma),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/27185?e=5|*|||,Solutions for Standard Identities: 1 (Class VIII Mathematics Miscellaneous Questions),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/27191?e=6|*|||,Solutions for Multiplication of Algebraic Expressions: 1 (Class VIII Mathematics Miscellaneous Questions),N/A,filo,English | Hindi
http://ndl.iitkgp.ac.in/se_document/filo/filo/27193?e=7|*|||,Solutions for Simple Equations: 1 (Class VIII Mathematics Miscellaneous Questions),N/A,filo,Hindi | English
http://ndl.iitkgp.ac.in/se_document/filo/filo/27194?e=8|*|||,Solutions for Laws of Exponents: 1 (Class VIII Mathematics Miscellaneous Questions),N/A,filo,English | Hindi
